X,Y,Z,Roll,Pitch,Yaw,Actual X,Actual Y,Actual Z,Actual Roll,Actual Pitch,Actual Yaw,SMC X,SMC Y,SMC Z,SMC Roll,SMC Pitch,SMC Yaw,Target X,Target Y,Target Z,Target Roll,Target Pitch,Target Yaw,EKF X,EKF Y,EKF Z,EKF Roll,EKF Pitch,EKF Yaw
0.044762,-0.0352,0,-0.0503,0,0,0.005,-0.02,0,-0.03,0,0,-0.817,-0.704,0,-1.006,0,0,0.09,0,0,0,0,0,0.045224,0,0,0,0,0
0.044724,-0.035226,0.10002,-0.050291,0.05004,0,0.005,-0.022552,0.0019608,-0.029077,0.004,0,-0.817,-0.70451,2.0004,-1.0058,1.0008,0,0.09,0,0,0,0,0,0.060396,0,0,0,0,0
0.044705,-0.035251,0.10004,-0.050282,0.05008,0,0.005,-0.025105,0.0039216,-0.028154,0.008,0,-0.817,-0.70502,2.0008,-1.0056,1.0016,0,0.09,0,0,0,0,0,0.068052,0,0,0,0,0
0.044693,-0.035277,0.10006,-0.050272,0.05012,0,0.005,-0.027657,0.0058824,-0.027231,0.012,0,-0.817,-0.70553,2.0012,-1.0054,1.0024,0,0.09,0,0,0,0,0,0.072699,0,0,0,0,0
0.044685,-0.035302,0.10008,-0.050263,0.05016,0,0.005,-0.03021,0.0078431,-0.026308,0.016,0,-0.817,-0.70604,2.0016,-1.0053,1.0032,0,0.09,0,0,0,0,0,0.075839,0,0,0,0,0
0.04468,-0.035328,0.1001,-0.050254,0.0502,0,0.005,-0.032762,0.0098039,-0.025385,0.02,0,-0.817,-0.70655,2.002,-1.0051,1.004,0,0.09,0,0,0,0,0,0.078115,0,0,0,0,0
0.044675,-0.035353,0.10012,-0.050245,0.05024,0,0.005,-0.035315,0.011765,-0.024462,0.024,0,-0.817,-0.70706,2.0024,-1.0049,1.0048,0,0.09,0,0,0,0,0,0.079848,0,0,0,0,0
0.044672,-0.035379,0.10014,-0.050235,0.05028,0,0.005,-0.037867,0.013725,-0.023538,0.028,0,-0.817,-0.70757,2.0027,-1.0047,1.0056,0,0.09,0,0,0,0,0,0.081217,0,0,0,0,0
0.044669,-0.035404,0.10016,-0.050226,0.05032,0,0.005,-0.04042,0.015686,-0.022615,0.032,0,-0.817,-0.70808,2.0031,-1.0045,1.0064,0,0.09,0,0,0,0,0,0.082328,0,0,0,0,0
0.044667,-0.03543,0.10018,-0.050217,0.05036,0,0.005,-0.042972,0.017647,-0.021692,0.036,0,-0.817,-0.70859,2.0035,-1.0043,1.0072,0,0.09,0,0,0,0,0,0.083249,0,0,0,0,0
0.044648,-0.033759,0.10868,-0.050208,0.0504,0,0.005,-0.045524,0.019608,-0.020769,0.04,0,-0.817,-0.70946,2.0021,-1.0042,1.008,0,0.089982,0.0017999,0.009,0,0,0,0.084025,0.00020721,0.0010361,0,0,0
0.044646,-0.033785,0.10869,-0.050198,0.05044,0,0.005,-0.048077,0.021569,-0.019846,0.044,0,-0.817,-0.70998,2.0025,-1.004,1.0088,0,0.089982,0.0017999,0.009,0,0,0,0.084687,0.00038433,0.0019218,0,0,0
0.044645,-0.033811,0.10871,-0.050189,0.05048,0,0.005,-0.050629,0.023529,-0.018923,0.048,0,-0.817,-0.71049,2.0029,-1.0038,1.0096,0,0.089982,0.0017999,0.009,0,0,0,0.085259,0.00053736,0.002687,0,0,0
0.044644,-0.033837,0.10873,-0.05018,0.05052,0,0.005,-0.053182,0.02549,-0.018,0.052,0,-0.817,-0.711,2.0033,-1.0036,1.0104,0,0.089982,0.0017999,0.009,0,0,0,0.085758,0.00067072,0.0033538,0,0,0
0.044643,-0.033863,0.10875,-0.050171,0.05056,0,0.005,-0.055734,0.027451,-0.017077,0.056,0,-0.817,-0.71151,2.0037,-1.0034,1.0112,0,0.089982,0.0017999,0.009,0,0,0,0.086196,0.00078776,0.003939,0,0,0
0.044642,-0.033889,0.10877,-0.050162,0.0506,0,0.005,-0.058287,0.029412,-0.016154,0.06,0,-0.817,-0.71202,2.0041,-1.0032,1.012,0,0.089982,0.0017999,0.009,0,0,0,0.086582,0.00089104,0.0044555,0,0,0
0.044641,-0.033914,0.10878,-0.050152,0.05064,0,0.005,-0.060839,0.031373,-0.015231,0.064,0,-0.817,-0.71253,2.0045,-1.003,1.0128,0,0.089982,0.0017999,0.009,0,0,0,0.086925,0.00098262,0.0049134,0,0,0
0.04464,-0.03394,0.1088,-0.050143,0.05068,0,0.005,-0.063392,0.033333,-0.014308,0.068,0,-0.817,-0.71304,2.0049,-1.0029,1.0136,0,0.089982,0.0017999,0.009,0,0,0,0.08723,0.0010641,0.0053209,0,0,0
0.044639,-0.033966,0.10882,-0.050134,0.05072,0,0.005,-0.065944,0.035294,-0.013385,0.072,0,-0.817,-0.71355,2.0053,-1.0027,1.0144,0,0.089982,0.0017999,0.009,0,0,0,0.087502,0.0011369,0.0056846,0,0,0
0.044639,-0.033992,0.10884,-0.050125,0.05076,0,0.005,-0.068497,0.037255,-0.012462,0.076,0,-0.817,-0.71406,2.0057,-1.0025,1.0152,0,0.089982,0.0017999,0.009,0,0,0,0.087745,0.0012019,0.0060101,0,0,0
0.044587,-0.032322,0.11734,-0.050115,0.0508,0,0.005,-0.071049,0.039216,-0.011538,0.08,0,-0.81699,-0.71493,2.0042,-1.0023,1.016,0,0.089928,0.003599,0.018,0,0,0,0.087958,0.0014359,0.0071806,0,0,0
0.044587,-0.032348,0.11736,-0.050106,0.05084,0,0.005,-0.073601,0.041176,-0.010615,0.084,0,-0.81699,-0.71544,2.0046,-1.0021,1.0168,0,0.089928,0.003599,0.018,0,0,0,0.08815,0.0016461,0.0082318,0,0,0
0.044586,-0.032374,0.11737,-0.050097,0.05088,0,0.005,-0.076154,0.043137,-0.0096923,0.088,0,-0.81699,-0.71595,2.005,-1.0019,1.0176,0,0.089928,0.003599,0.018,0,0,0,0.088322,0.0018351,0.0091773,0,0,0
0.044586,-0.0324,0.11739,-0.050088,0.05092,0,0.005,-0.078706,0.045098,-0.0087692,0.092,0,-0.81699,-0.71646,2.0054,-1.0018,1.0184,0,0.089928,0.003599,0.018,0,0,0,0.088477,0.0020053,0.010029,0,0,0
0.044586,-0.032426,0.11741,-0.050078,0.05096,0,0.005,-0.081259,0.047059,-0.0078462,0.096,0,-0.81699,-0.71697,2.0058,-1.0016,1.0192,0,0.089928,0.003599,0.018,0,0,0,0.088617,0.0021587,0.010796,0,0,0
0.044585,-0.032452,0.11743,-0.050069,0.051,0,0.005,-0.083811,0.04902,-0.0069231,0.1,0,-0.81699,-0.71748,2.0062,-1.0014,1.02,0,0.089928,0.003599,0.018,0,0,0,0.088742,0.002297,0.011488,0,0,0
0.044585,-0.032478,0.11744,-0.05006,0.05104,0,0.005,-0.086364,0.05098,-0.006,0.104,0,-0.81699,-0.71799,2.0066,-1.0012,1.0208,0,0.089928,0.003599,0.018,0,0,0,0.088856,0.0024219,0.012112,0,0,0
0.044585,-0.032503,0.11746,-0.050051,0.05108,0,0.005,-0.088916,0.052941,-0.0050769,0.108,0,-0.81699,-0.7185,2.007,-1.001,1.0216,0,0.089928,0.003599,0.018,0,0,0,0.088959,0.0025346,0.012676,0,0,0
0.044585,-0.032529,0.11748,-0.050042,0.05112,0,0.005,-0.091469,0.054902,-0.0041538,0.112,0,-0.81699,-0.71901,2.0074,-1.0008,1.0224,0,0.089928,0.003599,0.018,0,0,0,0.089051,0.0026363,0.013185,0,0,0
0.044584,-0.032555,0.1175,-0.050032,0.05116,0,0.005,-0.094021,0.056863,-0.0032308,0.116,0,-0.81699,-0.71952,2.0078,-1.0006,1.0232,0,0.089928,0.003599,0.018,0,0,0,0.089135,0.0027283,0.013645,0,0,0
0.044499,-0.030887,0.126,-0.050023,0.0512,0,0.005,-0.096573,0.058824,-0.0023077,0.12,0,-0.81697,-0.72039,2.0064,-1.0005,1.024,0,0.089838,0.0053968,0.027,0,0,0,0.089202,0.002983,0.01492,0,0,0
0.044499,-0.030913,0.12602,-0.050014,0.05124,0,0.005,-0.099126,0.060784,-0.0013846,0.124,0,-0.81697,-0.7209,2.0068,-1.0003,1.0248,0,0.089838,0.0053968,0.027,0,0,0,0.089263,0.0032133,0.016072,0,0,0
0.044499,-0.030939,0.12603,-0.050005,0.05128,0,0.005,-0.10168,0.062745,-0.00046154,0.128,0,-0.81697,-0.72142,2.0071,-1.0001,1.0256,0,0.089838,0.0053968,0.027,0,0,0,0.089318,0.0034215,0.017114,0,0,0
0.044499,-0.030965,0.12605,0.050005,0.05132,0,0.005,-0.10423,0.064706,0.00046154,0.132,0,-0.81697,-0.72193,2.0075,1.0001,1.0264,0,0.089838,0.0053968,0.027,0,0,0,0.089367,0.0036098,0.018056,0,0,0
0.044499,-0.030991,0.12607,0.050014,0.05136,0,0.005,-0.10678,0.066667,0.0013846,0.136,0,-0.81697,-0.72244,2.0079,1.0003,1.0272,0,0.089838,0.0053968,0.027,0,0,0,0.089412,0.00378,0.018908,0,0,0
0.044499,-0.031017,0.12608,0.050023,0.0514,0,0.005,-0.10934,0.068627,0.0023077,0.14,0,-0.81697,-0.72295,2.0083,1.0005,1.028,0,0.089838,0.0053968,0.027,0,0,0,0.089453,0.003934,0.019679,0,0,0
0.044499,-0.031043,0.1261,0.050032,0.05144,0,0.005,-0.11189,0.070588,0.0032308,0.144,0,-0.81697,-0.72346,2.0087,1.0006,1.0288,0,0.089838,0.0053968,0.027,0,0,0,0.089489,0.0040733,0.020376,0,0,0
0.044499,-0.031068,0.12612,0.050042,0.05148,0,0.005,-0.11444,0.072549,0.0041538,0.148,0,-0.81697,-0.72397,2.0091,1.0008,1.0296,0,0.089838,0.0053968,0.027,0,0,0,0.089523,0.0041993,0.021007,0,0,0
0.044498,-0.031094,0.12614,0.050051,0.05152,0,0.005,-0.11699,0.07451,0.0050769,0.152,0,-0.81697,-0.72448,2.0095,1.001,1.0304,0,0.089838,0.0053968,0.027,0,0,0,0.089553,0.0043133,0.021577,0,0,0
0.044498,-0.03112,0.12616,0.05006,0.05156,0,0.005,-0.11955,0.076471,0.006,0.156,0,-0.81697,-0.72499,2.0099,1.0012,1.0312,0,0.089838,0.0053968,0.027,0,0,0,0.08958,0.0044164,0.022093,0,0,0
0.04438,-0.029454,0.13466,0.050069,0.0516,0,0.005,-0.1221,0.078431,0.0069231,0.16,0,-0.81694,-0.72586,2.0085,1.0014,1.032,0,0.089712,0.0071923,0.036,0,0,0,0.089592,0.0046806,0.023417,0,0,0
0.04438,-0.02948,0.13467,0.050078,0.05164,0,0.005,-0.12465,0.080392,0.0078462,0.164,0,-0.81694,-0.72637,2.0089,1.0016,1.0328,0,0.089712,0.0071923,0.036,0,0,0,0.089604,0.0049196,0.024614,0,0,0
0.04438,-0.029506,0.13469,0.050088,0.05168,0,0.005,-0.1272,0.082353,0.0087692,0.168,0,-0.81694,-0.72688,2.0093,1.0018,1.0336,0,0.089712,0.0071923,0.036,0,0,0,0.089614,0.0051359,0.025698,0,0,0
0.04438,-0.029532,0.13471,0.050097,0.05172,0,0.005,-0.12976,0.084314,0.0096923,0.172,0,-0.81694,-0.72739,2.0097,1.0019,1.0344,0,0.089712,0.0071923,0.036,0,0,0,0.089623,0.0053315,0.026678,0,0,0
0.04438,-0.029558,0.13472,0.050106,0.05176,0,0.005,-0.13231,0.086275,0.010615,0.176,0,-0.81694,-0.7279,2.0101,1.0021,1.0352,0,0.089712,0.0071923,0.036,0,0,0,0.089632,0.0055086,0.027565,0,0,0
0.04438,-0.029584,0.13474,0.050115,0.0518,0,0.005,-0.13486,0.088235,0.011538,0.18,0,-0.81694,-0.72841,2.0104,1.0023,1.036,0,0.089712,0.0071923,0.036,0,0,0,0.08964,0.0056688,0.028368,0,0,0
0.04438,-0.02961,0.13476,0.050125,0.05184,0,0.005,-0.13741,0.090196,0.012462,0.184,0,-0.81694,-0.72892,2.0108,1.0025,1.0368,0,0.089712,0.0071923,0.036,0,0,0,0.089646,0.0058137,0.029094,0,0,0
0.04438,-0.029636,0.13478,0.050134,0.05188,0,0.005,-0.13997,0.092157,0.013385,0.188,0,-0.81694,-0.72943,2.0112,1.0027,1.0376,0,0.089712,0.0071923,0.036,0,0,0,0.089653,0.0059449,0.029751,0,0,0
0.04438,-0.029662,0.1348,0.050143,0.05192,0,0.005,-0.14252,0.094118,0.014308,0.192,0,-0.81694,-0.72994,2.0116,1.0029,1.0384,0,0.089712,0.0071923,0.036,0,0,0,0.089658,0.0060636,0.030345,0,0,0
0.04438,-0.029687,0.13481,0.050152,0.05196,0,0.005,-0.14507,0.096078,0.015231,0.196,0,-0.81694,-0.73045,2.012,1.003,1.0392,0,0.089712,0.0071923,0.036,0,0,0,0.089663,0.0061709,0.030883,0,0,0
0.044227,-0.028024,0.14331,0.050162,0.052,0,0.005,-0.14762,0.098039,0.016154,0.2,0,-0.81691,-0.73132,2.0106,1.0032,1.04,0,0.08955,0.008985,0.045,0,0,0,0.089653,0.0064386,0.032226,0,0,0
0.044227,-0.02805,0.14333,0.050171,0.051976,0,0.005,-0.15017,0.1,0.017077,0.19758,0,-0.81691,-0.73183,2.011,1.0034,1.0395,0,0.08955,0.008985,0.045,0,0,0,0.089643,0.0066809,0.033441,0,0,0
0.044227,-0.028076,0.14335,0.05018,0.051952,0,0.005,-0.15273,0.10196,0.018,0.19516,0,-0.81691,-0.73234,2.0114,1.0036,1.039,0,0.08955,0.008985,0.045,0,0,0,0.089634,0.0069001,0.034541,0,0,0
0.044227,-0.028102,0.14336,0.050189,0.051927,0,0.005,-0.15528,0.10392,0.018923,0.19274,0,-0.81691,-0.73285,2.0118,1.0038,1.0385,0,0.08955,0.008985,0.045,0,0,0,0.089626,0.0070984,0.035536,0,0,0
0.044227,-0.028128,0.14338,0.050198,0.051903,0,0.005,-0.15783,0.10588,0.019846,0.19032,0,-0.81691,-0.73336,2.0122,1.004,1.0381,0,0.08955,0.008985,0.045,0,0,0,0.089619,0.0072779,0.036436,0,0,0
0.044227,-0.028154,0.1434,0.050208,0.051879,0,0.005,-0.16038,0.10784,0.020769,0.1879,0,-0.81691,-0.73387,2.0126,1.0042,1.0376,0,0.08955,0.008985,0.045,0,0,0,0.089612,0.0074403,0.037251,0,0,0
0.044227,-0.02818,0.14342,0.050217,0.051855,0,0.005,-0.16294,0.1098,0.021692,0.18548,0,-0.81691,-0.73438,2.013,1.0043,1.0371,0,0.08955,0.008985,0.045,0,0,0,0.089607,0.0075872,0.037988,0,0,0
0.044227,-0.028206,0.14343,0.050226,0.051831,0,0.005,-0.16549,0.11176,0.022615,0.18306,0,-0.81691,-0.73489,2.0134,1.0045,1.0366,0,0.08955,0.008985,0.045,0,0,0,0.089601,0.0077202,0.038655,0,0,0
0.044227,-0.028232,0.14345,0.050235,0.051806,0,0.005,-0.16804,0.11373,0.023538,0.18065,0,-0.81691,-0.73541,2.0137,1.0047,1.0361,0,0.08955,0.008985,0.045,0,0,0,0.089596,0.0078405,0.039259,0,0,0
0.044227,-0.028257,0.14347,0.050245,0.051782,0,0.005,-0.17059,0.11569,0.024462,0.17823,0,-0.81691,-0.73592,2.0141,1.0049,1.0356,0,0.08955,0.008985,0.045,0,0,0,0.089592,0.0079494,0.039805,0,0,0
0.044041,-0.026597,0.15197,0.050254,0.051758,0,0.005,-0.17315,0.11765,0.025385,0.17581,0,-0.81687,-0.73678,2.0127,1.0051,1.0352,0,0.089353,0.010774,0.054,0,0,0,0.089569,0.0082181,0.041155,0,0,0
0.044041,-0.026624,0.15199,0.050263,0.051734,0,0.005,-0.1757,0.11961,0.026308,0.17339,0,-0.81687,-0.73729,2.0131,1.0053,1.0347,0,0.089353,0.010774,0.054,0,0,0,0.089549,0.0084612,0.042377,0,0,0
0.044041,-0.02665,0.152,0.050272,0.05171,0,0.005,-0.17825,0.12157,0.027231,0.17097,0,-0.81687,-0.73781,2.0135,1.0054,1.0342,0,0.089353,0.010774,0.054,0,0,0,0.08953,0.0086812,0.043483,0,0,0
0.044041,-0.026676,0.15202,0.050282,0.051685,0,0.005,-0.1808,0.12353,0.028154,0.16855,0,-0.81687,-0.73832,2.0139,1.0056,1.0337,0,0.089353,0.010774,0.054,0,0,0,0.089513,0.0088803,0.044483,0,0,0
0.044041,-0.026702,0.15204,0.050291,0.051661,0,0.005,-0.18336,0.12549,0.029077,0.16613,0,-0.81687,-0.73883,2.0143,1.0058,1.0332,0,0.089353,0.010774,0.054,0,0,0,0.089498,0.0090605,0.045388,0,0,0
0.044041,-0.026728,0.15205,0.0503,0.051637,0,0.005,-0.18591,0.12745,0.03,0.16371,0,-0.81687,-0.73934,2.0147,1.006,1.0327,0,0.089353,0.010774,0.054,0,0,0,0.089484,0.0092235,0.046208,0,0,0
0.044041,-0.026753,0.15207,0.050309,0.051613,0,0.005,-0.18846,0.12941,0.030923,0.16129,0,-0.81687,-0.73985,2.0151,1.0062,1.0323,0,0.089353,0.010774,0.054,0,0,0,0.089472,0.009371,0.046949,0,0,0
0.044041,-0.026779,0.15209,0.050318,0.051589,0,0.005,-0.19101,0.13137,0.031846,0.15887,0,-0.81687,-0.74036,2.0155,1.0064,1.0318,0,0.089353,0.010774,0.054,0,0,0,0.08946,0.0095044,0.04762,0,0,0
0.044041,-0.026805,0.15211,0.050328,0.051565,0,0.005,-0.19357,0.13333,0.032769,0.15645,0,-0.81687,-0.74087,2.0159,1.0066,1.0313,0,0.089353,0.010774,0.054,0,0,0,0.08945,0.0096252,0.048226,0,0,0
0.044041,-0.026831,0.15213,0.050337,0.05154,0,0.005,-0.19612,0.13529,0.033692,0.15403,0,-0.81687,-0.74138,2.0163,1.0067,1.0308,0,0.089353,0.010774,0.054,0,0,0,0.089441,0.0097345,0.048776,0,0,0
0.043822,-0.025175,0.16062,0.050346,0.051516,0,0.005,-0.19867,0.13725,0.034615,0.15161,0,-0.81682,-0.74225,2.0149,1.0069,1.0303,0,0.089119,0.012559,0.063,0,0,0,0.08941,0.010003,0.050129,0,0,0
0.043822,-0.025201,0.16064,0.050355,0.051492,0,0.005,-0.20122,0.13922,0.035538,0.14919,0,-0.81682,-0.74276,2.0152,1.0071,1.0298,0,0.089119,0.012559,0.063,0,0,0,0.089383,0.010246,0.051353,0,0,0
0.043822,-0.025227,0.16066,0.050365,0.051468,0,0.005,-0.20378,0.14118,0.036462,0.14677,0,-0.81682,-0.74327,2.0156,1.0073,1.0294,0,0.089119,0.012559,0.063,0,0,0,0.089358,0.010466,0.052461,0,0,0
0.043822,-0.025253,0.16068,0.050374,0.051444,0,0.005,-0.20633,0.14314,0.037385,0.14435,0,-0.81682,-0.74378,2.016,1.0075,1.0289,0,0.089119,0.012559,0.063,0,0,0,0.089335,0.010665,0.053464,0,0,0
0.043822,-0.025279,0.16069,0.050383,0.051419,0,0.005,-0.20888,0.1451,0.038308,0.14194,0,-0.81682,-0.74429,2.0164,1.0077,1.0284,0,0.089119,0.012559,0.063,0,0,0,0.089314,0.010845,0.054371,0,0,0
0.043822,-0.025305,0.16071,0.050392,0.051395,0,0.005,-0.21143,0.14706,0.039231,0.13952,0,-0.81682,-0.7448,2.0168,1.0078,1.0279,0,0.089119,0.012559,0.063,0,0,0,0.089296,0.011008,0.055192,0,0,0
0.043822,-0.025331,0.16073,0.050402,0.051371,0,0.005,-0.21399,0.14902,0.040154,0.1371,0,-0.81682,-0.74531,2.0172,1.008,1.0274,0,0.089119,0.012559,0.063,0,0,0,0.089279,0.011156,0.055934,0,0,0
0.043822,-0.025357,0.16075,0.050411,0.051347,0,0.005,-0.21654,0.15098,0.041077,0.13468,0,-0.81682,-0.74582,2.0176,1.0082,1.0269,0,0.089119,0.012559,0.063,0,0,0,0.089264,0.011289,0.056606,0,0,0
0.043822,-0.025383,0.16076,0.05042,0.051323,0,0.005,-0.21909,0.15294,0.042,0.13226,0,-0.81682,-0.74633,2.018,1.0084,1.0265,0,0.089119,0.012559,0.063,0,0,0,0.08925,0.01141,0.057215,0,0,0
0.043822,-0.025408,0.16078,0.050429,0.051298,0,0.005,-0.22164,0.1549,0.042923,0.12984,0,-0.81682,-0.74684,2.0184,1.0086,1.026,0,0.089119,0.012559,0.063,0,0,0,0.089238,0.011519,0.057765,0,0,0
0.043569,-0.023757,0.16928,0.050438,0.051274,0,0.005,-0.2242,0.15686,0.043846,0.12742,0,-0.81677,-0.74771,2.017,1.0088,1.0255,0,0.08885,0.014339,0.072,0,0,0,0.089201,0.011788,0.059119,0,0,0
0.043569,-0.023783,0.1693,0.050448,0.05125,0,0.005,-0.22675,0.15882,0.044769,0.125,0,-0.81677,-0.74822,2.0174,1.009,1.025,0,0.08885,0.014339,0.072,0,0,0,0.089168,0.01203,0.060344,0,0,0
0.043569,-0.023809,0.16931,0.050457,0.051226,0,0.005,-0.2293,0.16078,0.045692,0.12258,0,-0.81677,-0.74873,2.0178,1.0091,1.0245,0,0.08885,0.014339,0.072,0,0,0,0.089137,0.01225,0.061453,0,0,0
0.043569,-0.023835,0.16933,0.050466,0.051202,0,0.005,-0.23185,0.16275,0.046615,0.12016,0,-0.81677,-0.74924,2.0181,1.0093,1.024,0,0.08885,0.014339,0.072,0,0,0,0.08911,0.012449,0.062456,0,0,0
0.043569,-0.023861,0.16935,0.050475,0.051177,0,0.005,-0.23441,0.16471,0.047538,0.11774,0,-0.81677,-0.74975,2.0185,1.0095,1.0235,0,0.08885,0.014339,0.072,0,0,0,0.089085,0.012628,0.063364,0,0,0
0.043569,-0.023887,0.16937,0.050485,0.051153,0,0.005,-0.23696,0.16667,0.048462,0.11532,0,-0.81677,-0.75026,2.0189,1.0097,1.0231,0,0.08885,0.014339,0.072,0,0,0,0.089063,0.012791,0.064186,0,0,0
0.043569,-0.023913,0.16938,0.050494,0.051129,0,0.005,-0.23951,0.16863,0.049385,0.1129,0,-0.81677,-0.75077,2.0193,1.0099,1.0226,0,0.08885,0.014339,0.072,0,0,0,0.089043,0.012938,0.064929,0,0,0
0.043569,-0.023939,0.1694,0.050503,0.051105,0,0.005,-0.24206,0.17059,0.050308,0.11048,0,-0.81677,-0.75128,2.0197,1.0101,1.0221,0,0.08885,0.014339,0.072,0,0,0,0.089025,0.013071,0.065602,0,0,0
0.043569,-0.023965,0.16942,0.050512,0.051081,0,0.005,-0.24462,0.17255,0.051231,0.10806,0,-0.81677,-0.75179,2.0201,1.0102,1.0216,0,0.08885,0.014339,0.072,0,0,0,0.089008,0.013192,0.06621,0,0,0
0.043569,-0.023991,0.16944,0.050522,0.051056,0,0.005,-0.24717,0.17451,0.052154,0.10565,0,-0.81677,-0.7523,2.0205,1.0104,1.0211,0,0.08885,0.014339,0.072,0,0,0,0.088993,0.013301,0.066761,0,0,0
0.043282,-0.022345,0.17794,0.050531,0.051032,0,0.005,-0.24972,0.17647,0.053077,0.10323,0,-0.81671,-0.75317,2.0191,1.0106,1.0206,0,0.088546,0.016113,0.081,0,0,0,0.08895,0.013569,0.068116,0,0,0
0.043282,-0.022371,0.17795,0.05054,0.051008,0,0.005,-0.25227,0.17843,0.054,0.10081,0,-0.81671,-0.75368,2.0195,1.0108,1.0202,0,0.088546,0.016113,0.081,0,0,0,0.088912,0.013811,0.069341,0,0,0
0.043282,-0.022397,0.17797,0.050549,0.050984,0,0.005,-0.25483,0.18039,0.054923,0.098387,0,-0.81671,-0.75419,2.0199,1.011,1.0197,0,0.088546,0.016113,0.081,0,0,0,0.088877,0.01403,0.07045,0,0,0
0.043282,-0.022423,0.17799,0.050558,0.05096,0,0.005,-0.25738,0.18235,0.055846,0.095968,0,-0.81671,-0.7547,2.0203,1.0112,1.0192,0,0.088546,0.016113,0.081,0,0,0,0.088846,0.014228,0.071454,0,0,0
0.043282,-0.022449,0.178,0.050568,0.050935,0,0.005,-0.25993,0.18431,0.056769,0.093548,0,-0.81671,-0.75521,2.0207,1.0114,1.0187,0,0.088546,0.016113,0.081,0,0,0,0.088817,0.014407,0.072362,0,0,0
0.043283,-0.022475,0.17802,0.050577,0.050911,0,0.005,-0.26248,0.18627,0.057692,0.091129,0,-0.81671,-0.75572,2.0211,1.0115,1.0182,0,0.088546,0.016113,0.081,0,0,0,0.088791,0.014569,0.073184,0,0,0
0.043283,-0.022501,0.17804,0.050586,0.050887,0,0.005,-0.26503,0.18824,0.058615,0.08871,0,-0.81671,-0.75623,2.0214,1.0117,1.0177,0,0.088546,0.016113,0.081,0,0,0,0.088768,0.014716,0.073927,0,0,0
0.043283,-0.022527,0.17806,0.050595,0.050863,0,0.005,-0.26759,0.1902,0.059538,0.08629,0,-0.81671,-0.75674,2.0218,1.0119,1.0173,0,0.088546,0.016113,0.081,0,0,0,0.088747,0.014849,0.0746,0,0,0
0.043283,-0.022553,0.17808,0.050605,0.050839,0,0.005,-0.27014,0.19216,0.060462,0.083871,0,-0.81671,-0.75725,2.0222,1.0121,1.0168,0,0.088546,0.016113,0.081,0,0,0,0.088728,0.014969,0.075209,0,0,0
0.043283,-0.022578,0.17809,0.050614,0.050815,0,0.005,-0.27269,0.19412,0.061385,0.081452,0,-0.81671,-0.75776,2.0226,1.0123,1.0163,0,0.088546,0.016113,0.081,0,0,0,0.08871,0.015078,0.07576,0,0,0
0.042962,-0.020939,0.18659,0.050623,0.05079,0,0.005,-0.27524,0.19608,0.062308,0.079032,0,-0.81664,-0.75862,2.0212,1.0125,1.0158,0,0.088206,0.01788,0.09,0,0,0,0.088662,0.015344,0.077114,0,0,0
0.042963,-0.020965,0.18661,0.050632,0.050766,0,0.005,-0.2778,0.19804,0.063231,0.076613,0,-0.81664,-0.75914,2.0216,1.0126,1.0153,0,0.088206,0.01788,0.09,0,0,0,0.088619,0.015586,0.07834,0,0,0
0.042963,-0.020991,0.18663,0.050642,0.050742,0,0.005,-0.28035,0.2,0.064154,0.074194,0,-0.81664,-0.75965,2.022,1.0128,1.0148,0,0.088206,0.01788,0.09,0,0,0,0.08858,0.015804,0.079449,0,0,0
0.042963,-0.021017,0.18663,0.050651,0.050718,0,0.005,-0.2829,0.20053,0.065077,0.071774,0,-0.81664,-0.76016,2.0221,1.013,1.0144,0,0.088206,0.01788,0.09,0,0,0,0.088544,0.016001,0.080453,0,0,0
0.042963,-0.021043,0.18663,0.05066,0.050694,0,0.005,-0.28545,0.20106,0.066,0.069355,0,-0.81664,-0.76067,2.0222,1.0132,1.0139,0,0.088206,0.01788,0.09,0,0,0,0.088512,0.01618,0.081361,0,0,0
0.042963,-0.021069,0.18664,0.050669,0.050669,0,0.005,-0.28801,0.2016,0.066923,0.066935,0,-0.81664,-0.76118,2.0223,1.0134,1.0134,0,0.088206,0.01788,0.09,0,0,0,0.088483,0.016342,0.082183,0,0,0
0.042963,-0.021095,0.18664,0.050678,0.050645,0,0.005,-0.29056,0.20213,0.067846,0.064516,0,-0.81664,-0.76169,2.0224,1.0136,1.0129,0,0.088206,0.01788,0.09,0,0,0,0.088457,0.016488,0.082926,0,0,0
0.042963,-0.021121,0.18664,0.050688,0.050621,0,0.005,-0.29311,0.20266,0.068769,0.062097,0,-0.81664,-0.7622,2.0225,1.0138,1.0124,0,0.088206,0.01788,0.09,0,0,0,0.088433,0.016621,0.083599,0,0,0
0.042963,-0.021146,0.18665,0.050697,0.050597,0,0.005,-0.29566,0.20319,0.069692,0.059677,0,-0.81664,-0.76271,2.0226,1.0139,1.0119,0,0.088206,0.01788,0.09,0,0,0,0.088411,0.01674,0.084208,0,0,0
0.042963,-0.021172,0.18665,0.050706,0.050573,0,0.005,-0.29822,0.20372,0.070615,0.057258,0,-0.81664,-0.76322,2.0227,1.0141,1.0115,0,0.088206,0.01788,0.09,0,0,0,0.088392,0.016849,0.084759,0,0,0
